,Vendor,Model,Current_Price,Old_price,Time,Date
366,APC,Smart-UPS C SMC1000I-2URS,63580,60319,10.08.2022,15:37:01
367,APC,Smart-UPS C SMC1000I-2U,52410,50749,10.08.2022,15:37:01
368,APC,Smart-UPS SMT750RMI2U,52110,49559,10.08.2022,15:37:01
369,Tripp Lite,SmartPro SMX1000RT2U,30370,29600,10.08.2022,15:37:01
370,Eaton,5PXGen2 1000i RT2U G2,65500,62979,10.08.2022,15:37:01
371,APC,Easy-UPS SRV2KI,59390,57810,10.08.2022,15:37:01
372,APC,Smart-UPS SRT SRTL1000RMXLI,185110,182020,10.08.2022,15:37:01
373,Eaton,5E 500VA,6080,5809,10.08.2022,15:37:01
374,APC,Back-UPS Pro BR1200G-RS,31790,30249,10.08.2022,15:37:01
375,Tripp Lite,SmartOnline SU6000RT4UHVG,187680,,10.08.2022,15:37:01
376,APC,Smart-UPS SRT SRT2200RMXLI,185930,295000,10.08.2022,15:37:01
377,PowerCom,Smart King Pro+ SPR-2000 LCD,25520,27290,10.08.2022,15:37:01
378,PowerCom,Vanguard RM VRT-10K,83320,,10.08.2022,15:37:01
379,PowerCom,Smart King RT SRT-1500A LCD,25300,26640,10.08.2022,15:37:01
380,APC,Easy-UPS BVX1200LI-GR(восстановленный),6630,,10.08.2022,15:37:01
381,APC,Back-UPS BE850G2-RS(восстановленный),7790,,10.08.2022,15:37:01
382,PowerCom,Smart King Pro+ SPT-1000-II LCD(восстановленный),9160,,10.08.2022,15:37:01
383,APC,Smart-UPS SMT750RMI2U(плохая упаковка),46890,52110,10.08.2022,15:37:01
384,PowerCom,Raptor RPT-600A EURO(восстановленный),1920,2960,10.08.2022,15:37:01
385,PowerCom,RPT-800AP EURO USB(восстановленный),2580,3970,10.08.2022,15:37:01
386,APC,Back-UPS BC650-RSX761(восстановленный),3836,,10.08.2022,15:37:01
387,Eaton,5PXGen2 1000i RT2U G2(плохая упаковка),46630,65500,10.08.2022,15:37:01
388,APC,Easy-UPS BVX700LI(плохая упаковка),3700,4370,10.08.2022,15:37:01
389,PowerCom,Smart King Pro+ SPT-3000-II LCD,29910,29109,10.08.2022,15:37:01
390,PowerCom,Raptor RPT-600AP SE2(плохая упаковка),1880,2090,10.08.2022,15:37:01
391,Ippon,Back Basic 850(плохая упаковка),2960,3290,10.08.2022,15:37:01
392,Ippon,Back Basic 850 Euro(плохая упаковка),2960,3590,10.08.2022,15:37:01
393,PowerCom,Raptor RPT-2000AP LCD,,,10.08.2022,15:37:01
394,Eaton,9SX 2000I,,,10.08.2022,15:37:01
395,Ippon,Smart Power Pro II 1600,,,10.08.2022,15:37:01
396,Ippon,Smart Power Pro II Euro 1600,,,10.08.2022,15:37:01
397,Ippon,Smart Power Pro II Euro 2200,,,10.08.2022,15:37:01
398,Ippon,Back Basic 2200,,,10.08.2022,15:37:01
399,Ippon,Back Power Pro II 500,,,10.08.2022,15:37:01
400,Ippon,Innova G2 3000,,,10.08.2022,15:37:01
401,Ippon,Smart Power Pro II 1200,,,10.08.2022,15:37:01
402,APC,Easy-UPS BV500I-GR,,,10.08.2022,15:37:01
403,APC,Back-UPS Pro BR900G-RS,,,10.08.2022,15:37:01
404,APC,Back-UPS BE650G2-RS,,,10.08.2022,15:37:01
405,APC,Smart-UPS SMT1500I,,,10.08.2022,15:37:01
406,Ippon,Innova RT II 6000,,,10.08.2022,15:37:01
407,Ippon,Smart Winner II 1500,,,10.08.2022,15:37:01
408,APC,Back-UPS BX950UI,,,10.08.2022,15:37:01
409,APC,Easy-UPS BVX2200LI,,,10.08.2022,15:37:01
410,APC,Smart-UPS SMT3000RMI2U,,,10.08.2022,15:37:01
411,Name,None,Current_Price,Old_price,Time,Date
412,ИБП SunWind SW850,None,2750,2669,11.08.2022,15:39:00
413,Ippon,Back Basic 650S Euro,3050,,11.08.2022,15:39:00
414,Ippon,Back Basic 650 Euro,2790,,11.08.2022,15:39:00
415,Ippon,Back Basic 850 Euro,3590,,11.08.2022,15:39:00
416,Ippon,Back Basic 650,2490,,11.08.2022,15:39:00
417,ИБП SunWind SW650,None,2250,2209,11.08.2022,15:39:00
418,PowerCom,Raptor RPT-600A EURO,2960,2889,11.08.2022,15:39:00
419,ИБП SunWind SW1200 LCD,None,5700,5539,11.08.2022,15:39:00
420,Ippon,Back Basic 850S Euro,3790,,11.08.2022,15:39:00
421,Ippon,Back Basic 2200 Euro,11190,13120,11.08.2022,15:39:00
422,PowerCom,Raptor RPT-1000A EURO,4090,,11.08.2022,15:39:00
423,PowerCom,Raptor RPT-800A EURO,3090,,11.08.2022,15:39:00
424,Ippon,Back Basic 1050 Euro,5190,5790,11.08.2022,15:39:00
425,PowerCom,WOW 300,2560,,11.08.2022,15:39:00
426,ИБП SunWind SW450,None,2070,2019,11.08.2022,15:39:00
427,Ippon,Back Comfo Pro II 650,6490,6850,11.08.2022,15:39:00
428,PowerCom,Spider SPD-1000N,5290,,11.08.2022,15:39:00
429,Ippon,Back Basic 850,3290,4250,11.08.2022,15:39:00
430,PowerCom,Raptor RPT-600A,2750,2689,11.08.2022,15:39:00
431,ИБП SunWind SW1050,None,5420,5310,11.08.2022,15:39:00
432,PowerCom,Spider SPD-450N,3490,4550,11.08.2022,15:39:00
433,Ippon,Back Verso 600,4290,,11.08.2022,15:39:00
434,Ippon,Back Comfo Pro II 850,9390,,11.08.2022,15:39:00
435,Ippon,Back Verso 800,5390,,11.08.2022,15:39:00
436,Ippon,Back Basic 1050,5090,,11.08.2022,15:39:00
437,PowerCom,Raptor RPT-1000A,4500,4439,11.08.2022,15:39:00
438,PowerCom,Raptor RPT-1000AP,4140,,11.08.2022,15:39:00
439,PowerCom,Raptor RPT-600AP,2770,2719,11.08.2022,15:39:00
440,PowerCom,Raptor RPT-1500AP,8040,,11.08.2022,15:39:00
441,Ippon,Back Power Pro II Euro 650,5390,,11.08.2022,15:39:00
442,PowerCom,Raptor RPT-800AP,3500,,11.08.2022,15:39:00
443,PowerCom,RPT-1000AP EURO USB,5230,7690,11.08.2022,15:39:00
444,Ippon,Innova G2 Euro 2000,38390,,11.08.2022,15:39:00
445,PowerCom,Spider SPD-1100U LCD,8420,8259,11.08.2022,15:39:00
446,PowerCom,Raptor RPT-800A,3080,3580,11.08.2022,15:39:00
447,PowerCom,Raptor RPT-2000AP,10170,10019,11.08.2022,15:39:00
448,PowerCom,WOW 700U,4380,,11.08.2022,15:39:00
449,PowerCom,Raptor RPT-1500AP LCD,9260,9210,11.08.2022,15:39:00
450,PowerCom,Raptor RPT-1025AP LCD,7920,7799,11.08.2022,15:39:00
451,PowerCom,WOW 1000U,6490,8820,11.08.2022,15:39:00
452,PowerCom,Spider SPD-650N,4180,,11.08.2022,15:39:00
453,PowerCom,Spider SPD-850N,5240,5129,11.08.2022,15:39:00
454,Ippon,Smart Power Pro II Euro 1200,11590,,11.08.2022,15:39:00
455,Ippon,Innova G2 1000,20390,,11.08.2022,15:39:00
456,PowerCom,Imperial IMP-1500AP,12070,11879,11.08.2022,15:39:00
457,Ippon,Smart Winner II 3000,48390,,11.08.2022,15:39:00
458,Ippon,Back Basic 1500,10490,,11.08.2022,15:39:00
459,Ippon,Back Verso 400,3990,,11.08.2022,15:39:00
460,PowerCom,WOW 500U,4350,4299,11.08.2022,15:39:00
461,Ippon,Smart Winner II 1500 Euro,32490,,11.08.2022,15:39:00
462,HIPER,Office-800,5130,5039,11.08.2022,15:39:00
463,Ippon,Back Office 400,2890,,11.08.2022,15:39:00
464,Ippon,Back Office 600,3590,3790,11.08.2022,15:39:00
465,PowerCom,RPT-600AP EURO USB,3460,3680,11.08.2022,15:39:00
466,PowerCom,Raptor RPT-600AP SE2,2090,,11.08.2022,15:39:00
467,PowerCom,Infinity INF-1500,13640,13369,11.08.2022,15:39:00
468,PowerCom,Infinity INF-800,9720,,11.08.2022,15:39:00
469,PowerCom,WOW 850U,5590,,11.08.2022,15:39:00
470,Ippon,Back Power Pro II 600,5790,,11.08.2022,15:39:00
471,PowerCom,Spider SPD-900U LCD USB,7370,7219,11.08.2022,15:39:00
472,PowerCom,Imperial IMD-1200AP,11390,,11.08.2022,15:39:00
473,PowerCom,Raptor RPT-1025AP,7110,7680,11.08.2022,15:39:00
474,Ippon,Back Office 1000,7190,8610,11.08.2022,15:39:00
475,PowerCom,Infinity INF-1100,10690,13490,11.08.2022,15:39:00
476,Ippon,Smart Winner II 1000,23390,,11.08.2022,15:39:00
477,PowerCom,Imperial IMP-2000AP,15050,14679,11.08.2022,15:39:00
478,PowerCom,Macan MAC-2000,30790,,11.08.2022,15:39:00
479,Ippon,Back Power Pro II 800,7190,7690,11.08.2022,15:39:00
480,PowerCom,Imperial IMD-2000AP,15330,16490,11.08.2022,15:39:00
481,PowerCom,Imperial IMP-1025AP,9230,8939,11.08.2022,15:39:00
482,PowerCom,Imperial IMP-825AP,7020,6899,11.08.2022,15:39:00
483,PowerCom,RPT-800AP EURO USB,3970,,11.08.2022,15:39:00
484,PowerCom,Macan MRT-3000SE,48000,47329,11.08.2022,15:39:00
485,PowerCom,King Pro RM KIN-1000AP,17370,19860,11.08.2022,15:39:00
486,PowerCom,Imperial IMD-1025AP,9490,,11.08.2022,15:39:00
487,PowerCom,Infinity INF-500,8170,,11.08.2022,15:39:00
488,Ippon,Back Power Pro II 700,6990,8640,11.08.2022,15:39:00
489,PowerCom,Smart King Pro+ SPR-1500 LCD,18890,20410,11.08.2022,15:39:00
490,PowerCom,Spider SPD-900U LCD,8550,8249,11.08.2022,15:39:00
491,PowerCom,Spider SPD-750U LCD,6330,6089,11.08.2022,15:39:00
492,PowerCom,King Pro RM KIN-1200AP LCD,20400,19779,11.08.2022,15:39:00
493,PowerCom,Macan MRT-1500SE,31670,30769,11.08.2022,15:39:00
494,Ippon,Smart Winner II 2000E,36990,38890,11.08.2022,15:39:00
495,PowerCom,Macan MAC-1500,27220,,11.08.2022,15:39:00
496,PowerCom,Imperial IMD-825AP,7320,,11.08.2022,15:39:00
497,PowerCom,King Pro RM KIN-3000AP LCD,38900,38550,11.08.2022,15:39:00
498,PowerCom,King Pro RM KIN-600AP RM,13290,,11.08.2022,15:39:00
499,PowerCom,Spider SPD-1100U LCD USB,8160,,11.08.2022,15:39:00
500,PowerCom,Imperial IMP-3000AP,20790,20539,11.08.2022,15:39:00
501,Ippon,Innova RT II 2000,59990,,11.08.2022,15:39:00
502,Ippon,Innova RT 1000,31990,,11.08.2022,15:39:00
503,HIPER,Office-400,4850,4689,11.08.2022,15:39:00
504,Eaton,9SX 1000i,42030,40619,11.08.2022,15:39:00
505,Eaton,9SX 1500I,55520,53639,11.08.2022,15:39:00
506,PowerCom,Imperial IMP-625AP,5840,,11.08.2022,15:39:00
507,PowerCom,Spider SPD-750U LCD USB,6330,6239,11.08.2022,15:39:00
508,HIPER,Office-600,4170,,11.08.2022,15:39:00
509,PowerCom,Imperial IMD-1500AP,15370,14949,11.08.2022,15:39:00
510,Eaton,5P 1550I,36470,44020,11.08.2022,15:39:00
511,PowerCom,Spider SPD-550U LCD,5630,5549,11.08.2022,15:39:00
512,Ippon,Innova RT 1500 Euro,47460,44490,11.08.2022,15:39:00
513,PowerCom,Smart King Pro+ SPR-1000 LCD,17300,,11.08.2022,15:39:00
514,PowerCom,Sentinel SNT-1500,34050,,11.08.2022,15:39:00
515,PowerCom,Smart King RT SRT-1000A LCD,22480,,11.08.2022,15:39:00
516,PowerCom,Imperial IMD-625AP,6280,6179,11.08.2022,15:39:00
517,PowerCom,Smart King RT SRT-2000A LCD,33920,35990,11.08.2022,15:39:00
518,PowerCom,Sentinel SNT-1000,30220,,11.08.2022,15:39:00
519,PowerCom,Macan MRT-10K,90670,,11.08.2022,15:39:00
520,Ippon,Smart Winner II 1150 1U,27190,,11.08.2022,15:39:00
521,PowerCom,Smart King Pro+ SPT-700,9350,9250,11.08.2022,15:39:00
522,PowerCom,SPT-500-II,7590,9550,11.08.2022,15:39:00
523,Ippon,Innova RT II 10000,245990,,11.08.2022,15:39:00
524,Eaton,5SC 1500i Rack2U,68640,67759,11.08.2022,15:39:00
525,PowerCom,Spider SPD-550U LCD USB,5490,5409,11.08.2022,15:39:00
526,Ippon,Innova RT 20K Tower 3/1,445090,,11.08.2022,15:39:00
527,Ippon,Innova RT II 1000,35990,,11.08.2022,15:39:00
528,Ippon,Innova RT 1500,43990,,11.08.2022,15:39:00
529,PowerCom,Imperial IMD-525AP,5680,,11.08.2022,15:39:00
530,PowerCom,Macan MRT-1000SE,26160,,11.08.2022,15:39:00
531,Eaton,9SX 700i,28470,,11.08.2022,15:39:00
532,PowerCom,Macan MRT-2000SE,39600,,11.08.2022,15:39:00
533,PowerCom,Smart King Pro+ SPR-3000 LCD,36320,44990,11.08.2022,15:39:00
534,PowerCom,Sentinel SNT-2000,46360,46260,11.08.2022,15:39:00
535,Tripp Lite,AVRX750UD,8410,8059,11.08.2022,15:39:00
536,Ippon,Innova RT 2000,55990,,11.08.2022,15:39:00
537,Ippon,Innova RT II 1500,47990,,11.08.2022,15:39:00
538,Ippon,Innova RT 33 20K Tower,392060,,11.08.2022,15:39:00
539,Ippon,Smart Winner II 1550 1U,37790,,11.08.2022,15:39:00
540,PowerCom,Macan MRT-10K,60750,,11.08.2022,15:39:00
541,PowerCom,Imperial IMP-525AP,4440,4390,11.08.2022,15:39:00
542,PowerCom,Online ONL-M-20PM,98220,96710,11.08.2022,15:39:00
543,Tripp Lite,Omni OMNIVSX850D,8610,8399,11.08.2022,15:39:00
544,Ippon,Innova G2 Euro 3000,49990,,11.08.2022,15:39:00
545,Ippon,Back Basic 1500 Euro,10490,,11.08.2022,15:39:00
546,Ippon,Innova G2 2000,34190,,11.08.2022,15:39:00
547,Ippon,Innova G2 Euro 1000,29590,32330,11.08.2022,15:39:00
548,APC,Back-UPS BE850G2-RS,11990,11520,11.08.2022,15:39:00
549,Ippon,Back Basic 1050S Euro,5690,5990,11.08.2022,15:39:00
550,APC,Back-UPS BX500CI,6620,6399,11.08.2022,15:39:00
551,Ippon,Back Comfo Pro II 1050,11290,,11.08.2022,15:39:00
552,APC,Smart-UPS SC SC620I,25070,23999,11.08.2022,15:39:00
553,APC,Easy-UPS SMV750CAI,30490,28439,11.08.2022,15:39:00
554,PowerCom,Imperial IMP-1200AP,11730,11389,11.08.2022,15:39:00
555,APC,Back-UPS BK350EI,8780,8449,11.08.2022,15:39:00
556,APC,Easy-UPS BVX700LI-GR,4940,,11.08.2022,15:39:00
557,PowerCom,Smart King Pro+ SPT-1500-II LCD,16040,15819,11.08.2022,15:39:00
558,APC,Easy-UPS BVX1600LI-GR,14680,14290,11.08.2022,15:39:00
559,APC,Easy-UPS BVX2200LI-GR,16240,15810,11.08.2022,15:39:00
560,APC,Easy-UPS BVX900LI-GR,7990,7870,11.08.2022,15:39:00
561,Tripp Lite,SmartPro SMX1500LCDT,15940,21920,11.08.2022,15:39:00
562,APC,Back-UPS Pro BR650MI,11540,11099,11.08.2022,15:39:00
563,PowerCom,Smart King Pro+ SPT-1000-II LCD,14100,13739,11.08.2022,15:39:00
564,APC,Smart-UPS SC SC420I,15430,16790,11.08.2022,15:39:00
565,HIPER,APX-600,3920,3900,11.08.2022,15:39:00
566,APC,Easy-UPS BVX700LI,4370,,11.08.2022,15:39:00
567,Eaton,5E 650VA,7060,7590,11.08.2022,15:39:00
568,APC,Smart-UPS C SMC2000I-2U,100290,,11.08.2022,15:39:00
569,PowerCom,Smart King Pro+ SPT-2000-II LCD,18060,17599,11.08.2022,15:39:00
570,APC,Smart-UPS SMT1500RMI1U,92460,89259,11.08.2022,15:39:00
571,APC,Smart-UPS SMT1000RMI2U,68520,66900,11.08.2022,15:39:00
572,APC,Smart-UPS C SMC1000I-2URS,63580,60319,11.08.2022,15:39:00
573,APC,Smart-UPS C SMC1000I-2U,52410,50749,11.08.2022,15:39:00
574,APC,Smart-UPS SMT750RMI2U,52110,49559,11.08.2022,15:39:00
575,Tripp Lite,SmartPro SMX1000RT2U,30370,29600,11.08.2022,15:39:00
576,Eaton,5PXGen2 1000i RT2U G2,65500,62979,11.08.2022,15:39:00
577,APC,Easy-UPS SRV2KI,59390,57810,11.08.2022,15:39:00
578,APC,Smart-UPS SRT SRTL1000RMXLI,185110,182020,11.08.2022,15:39:00
579,Eaton,5E 500VA,6080,5809,11.08.2022,15:39:00
580,APC,Back-UPS Pro BR1200G-RS,31790,30249,11.08.2022,15:39:00
581,Tripp Lite,SmartOnline SU6000RT4UHVG,187680,,11.08.2022,15:39:00
582,APC,Smart-UPS SRT SRT2200RMXLI,185930,295000,11.08.2022,15:39:00
583,PowerCom,Smart King Pro+ SPR-2000 LCD,25520,27290,11.08.2022,15:39:00
584,PowerCom,Vanguard RM VRT-10K,83320,,11.08.2022,15:39:00
585,PowerCom,Smart King RT SRT-1500A LCD,25300,26640,11.08.2022,15:39:00
586,APC,Easy-UPS BVX1200LI-GR(восстановленный),6630,,11.08.2022,15:39:00
587,APC,Back-UPS BE850G2-RS(восстановленный),7790,,11.08.2022,15:39:00
588,PowerCom,Smart King Pro+ SPT-1000-II LCD(восстановленный),9160,,11.08.2022,15:39:00
589,APC,Smart-UPS SMT750RMI2U(плохая упаковка),46890,52110,11.08.2022,15:39:00
590,PowerCom,Raptor RPT-600A EURO(восстановленный),1920,2960,11.08.2022,15:39:00
591,PowerCom,RPT-800AP EURO USB(восстановленный),2580,3970,11.08.2022,15:39:00
592,APC,Back-UPS BC650-RSX761(восстановленный),3836,,11.08.2022,15:39:00
593,Eaton,5PXGen2 1000i RT2U G2(плохая упаковка),46630,65500,11.08.2022,15:39:00
594,APC,Easy-UPS BVX700LI(плохая упаковка),3700,4370,11.08.2022,15:39:00
595,PowerCom,Smart King Pro+ SPT-3000-II LCD,29910,29109,11.08.2022,15:39:00
596,PowerCom,Raptor RPT-600AP SE2(плохая упаковка),1880,2090,11.08.2022,15:39:00
597,Ippon,Back Basic 850(плохая упаковка),2960,3290,11.08.2022,15:39:00
598,Ippon,Back Basic 850 Euro(плохая упаковка),2960,3590,11.08.2022,15:39:00
599,PowerCom,Raptor RPT-2000AP LCD,,,11.08.2022,15:39:00
600,Eaton,9SX 2000I,,,11.08.2022,15:39:00
601,Ippon,Smart Power Pro II 1600,,,11.08.2022,15:39:00
602,Ippon,Smart Power Pro II Euro 1600,,,11.08.2022,15:39:00
603,Ippon,Smart Power Pro II Euro 2200,,,11.08.2022,15:39:00
604,Ippon,Back Basic 2200,,,11.08.2022,15:39:00
605,Ippon,Back Power Pro II 500,,,11.08.2022,15:39:00
606,Ippon,Innova G2 3000,,,11.08.2022,15:39:00
607,Ippon,Smart Power Pro II 1200,,,11.08.2022,15:39:00
608,APC,Easy-UPS BV500I-GR,,,11.08.2022,15:39:00
609,APC,Back-UPS Pro BR900G-RS,,,11.08.2022,15:39:00
610,APC,Back-UPS BE650G2-RS,,,11.08.2022,15:39:00
611,APC,Smart-UPS SMT1500I,,,11.08.2022,15:39:00
612,Ippon,Innova RT II 6000,,,11.08.2022,15:39:00
613,Ippon,Smart Winner II 1500,,,11.08.2022,15:39:00
614,APC,Back-UPS BX950UI,,,11.08.2022,15:39:00
615,APC,Easy-UPS BVX2200LI,,,11.08.2022,15:39:00
616,APC,Smart-UPS SMT3000RMI2U,,,11.08.2022,15:39:00
617,Name,None,Current_Price,Old_price,Time,Date
618,ИБП SunWind SW850,None,2750,2669,11.08.2022,15:43:48
619,Ippon,Back Basic 650S Euro,3050,,11.08.2022,15:43:48
620,Ippon,Back Basic 650 Euro,2790,,11.08.2022,15:43:48
621,Ippon,Back Basic 850 Euro,3590,,11.08.2022,15:43:48
622,Ippon,Back Basic 650,2490,,11.08.2022,15:43:48
623,ИБП SunWind SW650,None,2250,2209,11.08.2022,15:43:48
624,PowerCom,Raptor RPT-600A EURO,2960,2889,11.08.2022,15:43:48
625,ИБП SunWind SW1200 LCD,None,5700,5539,11.08.2022,15:43:48
626,Ippon,Back Basic 850S Euro,3790,,11.08.2022,15:43:48
627,Ippon,Back Basic 2200 Euro,11190,13120,11.08.2022,15:43:48
628,PowerCom,Raptor RPT-1000A EURO,4090,,11.08.2022,15:43:48
629,PowerCom,Raptor RPT-800A EURO,3090,,11.08.2022,15:43:48
630,Ippon,Back Basic 1050 Euro,5190,5790,11.08.2022,15:43:48
631,PowerCom,WOW 300,2560,,11.08.2022,15:43:48
632,ИБП SunWind SW450,None,2070,2019,11.08.2022,15:43:48
633,Ippon,Back Comfo Pro II 650,6490,6850,11.08.2022,15:43:48
634,PowerCom,Spider SPD-1000N,5290,,11.08.2022,15:43:48
635,Ippon,Back Basic 850,3290,4250,11.08.2022,15:43:48
636,PowerCom,Raptor RPT-600A,2750,2689,11.08.2022,15:43:48
637,ИБП SunWind SW1050,None,5420,5310,11.08.2022,15:43:48
638,PowerCom,Spider SPD-450N,3490,4550,11.08.2022,15:43:48
639,Ippon,Back Verso 600,4290,,11.08.2022,15:43:48
640,Ippon,Back Comfo Pro II 850,9390,,11.08.2022,15:43:48
641,Ippon,Back Verso 800,5390,,11.08.2022,15:43:48
642,Ippon,Back Basic 1050,5090,,11.08.2022,15:43:48
643,PowerCom,Raptor RPT-1000A,4500,4439,11.08.2022,15:43:48
644,PowerCom,Raptor RPT-1000AP,4140,,11.08.2022,15:43:48
645,PowerCom,Raptor RPT-600AP,2770,2719,11.08.2022,15:43:48
646,PowerCom,Raptor RPT-1500AP,8040,,11.08.2022,15:43:48
647,Ippon,Back Power Pro II Euro 650,5390,,11.08.2022,15:43:48
648,PowerCom,Raptor RPT-800AP,3500,,11.08.2022,15:43:48
649,PowerCom,RPT-1000AP EURO USB,5230,7690,11.08.2022,15:43:48
650,Ippon,Innova G2 Euro 2000,38390,,11.08.2022,15:43:48
651,PowerCom,Spider SPD-1100U LCD,8420,8259,11.08.2022,15:43:48
652,PowerCom,Raptor RPT-800A,3080,3580,11.08.2022,15:43:48
653,PowerCom,Raptor RPT-2000AP,10170,10019,11.08.2022,15:43:48
654,PowerCom,WOW 700U,4380,,11.08.2022,15:43:48
655,PowerCom,Raptor RPT-1500AP LCD,9260,9210,11.08.2022,15:43:48
656,PowerCom,Raptor RPT-1025AP LCD,7920,7799,11.08.2022,15:43:48
657,PowerCom,WOW 1000U,6490,8820,11.08.2022,15:43:48
658,PowerCom,Spider SPD-650N,4180,,11.08.2022,15:43:48
659,PowerCom,Spider SPD-850N,5240,5129,11.08.2022,15:43:48
660,Ippon,Smart Power Pro II Euro 1200,11590,,11.08.2022,15:43:48
661,Ippon,Innova G2 1000,20390,,11.08.2022,15:43:48
662,PowerCom,Imperial IMP-1500AP,12070,11879,11.08.2022,15:43:48
663,Ippon,Smart Winner II 3000,48390,,11.08.2022,15:43:48
664,Ippon,Back Basic 1500,10490,,11.08.2022,15:43:48
665,Ippon,Back Verso 400,3990,,11.08.2022,15:43:48
666,PowerCom,WOW 500U,4350,4299,11.08.2022,15:43:48
667,Ippon,Smart Winner II 1500 Euro,32490,,11.08.2022,15:43:48
668,HIPER,Office-800,5130,5039,11.08.2022,15:43:48
669,Ippon,Back Office 400,2890,,11.08.2022,15:43:48
670,Ippon,Back Office 600,3590,3790,11.08.2022,15:43:48
671,PowerCom,RPT-600AP EURO USB,3460,3680,11.08.2022,15:43:48
672,PowerCom,Raptor RPT-600AP SE2,2090,,11.08.2022,15:43:48
673,PowerCom,Infinity INF-1500,13640,13369,11.08.2022,15:43:48
674,PowerCom,Infinity INF-800,9720,,11.08.2022,15:43:48
675,PowerCom,WOW 850U,5590,,11.08.2022,15:43:48
676,Ippon,Back Power Pro II 600,5790,,11.08.2022,15:43:48
677,PowerCom,Spider SPD-900U LCD USB,7370,7219,11.08.2022,15:43:48
678,PowerCom,Imperial IMD-1200AP,11390,,11.08.2022,15:43:48
679,PowerCom,Raptor RPT-1025AP,7110,7680,11.08.2022,15:43:48
680,Ippon,Back Office 1000,7190,8610,11.08.2022,15:43:48
681,PowerCom,Infinity INF-1100,10690,13490,11.08.2022,15:43:48
682,Ippon,Smart Winner II 1000,23390,,11.08.2022,15:43:48
683,PowerCom,Imperial IMP-2000AP,15050,14679,11.08.2022,15:43:48
684,PowerCom,Macan MAC-2000,30790,,11.08.2022,15:43:48
685,Ippon,Back Power Pro II 800,7190,7690,11.08.2022,15:43:48
686,PowerCom,Imperial IMD-2000AP,15330,16490,11.08.2022,15:43:48
687,PowerCom,Imperial IMP-1025AP,9230,8939,11.08.2022,15:43:48
688,PowerCom,Imperial IMP-825AP,7020,6899,11.08.2022,15:43:48
689,PowerCom,RPT-800AP EURO USB,3970,,11.08.2022,15:43:48
690,PowerCom,Macan MRT-3000SE,48000,47329,11.08.2022,15:43:48
691,PowerCom,King Pro RM KIN-1000AP,17370,19860,11.08.2022,15:43:48
692,PowerCom,Imperial IMD-1025AP,9490,,11.08.2022,15:43:48
693,PowerCom,Infinity INF-500,8170,,11.08.2022,15:43:48
694,Ippon,Back Power Pro II 700,6990,8640,11.08.2022,15:43:48
695,PowerCom,Smart King Pro+ SPR-1500 LCD,18890,20410,11.08.2022,15:43:48
696,PowerCom,Spider SPD-900U LCD,8550,8249,11.08.2022,15:43:48
697,PowerCom,Spider SPD-750U LCD,6330,6089,11.08.2022,15:43:48
698,PowerCom,King Pro RM KIN-1200AP LCD,20400,19779,11.08.2022,15:43:48
699,PowerCom,Macan MRT-1500SE,31670,30769,11.08.2022,15:43:48
700,Ippon,Smart Winner II 2000E,36990,38890,11.08.2022,15:43:48
701,PowerCom,Macan MAC-1500,27220,,11.08.2022,15:43:48
702,PowerCom,Imperial IMD-825AP,7320,,11.08.2022,15:43:48
703,PowerCom,King Pro RM KIN-3000AP LCD,38900,38550,11.08.2022,15:43:48
704,PowerCom,King Pro RM KIN-600AP RM,13290,,11.08.2022,15:43:48
705,PowerCom,Spider SPD-1100U LCD USB,8160,,11.08.2022,15:43:48
706,PowerCom,Imperial IMP-3000AP,20790,20539,11.08.2022,15:43:48
707,Ippon,Innova RT II 2000,59990,,11.08.2022,15:43:48
708,Ippon,Innova RT 1000,31990,,11.08.2022,15:43:48
709,HIPER,Office-400,4850,4689,11.08.2022,15:43:48
710,Eaton,9SX 1000i,42030,40619,11.08.2022,15:43:48
711,Eaton,9SX 1500I,55520,53639,11.08.2022,15:43:48
712,PowerCom,Imperial IMP-625AP,5840,,11.08.2022,15:43:48
713,PowerCom,Spider SPD-750U LCD USB,6330,6239,11.08.2022,15:43:48
714,HIPER,Office-600,4170,,11.08.2022,15:43:48
715,PowerCom,Imperial IMD-1500AP,15370,14949,11.08.2022,15:43:48
716,Eaton,5P 1550I,36470,44020,11.08.2022,15:43:48
717,PowerCom,Spider SPD-550U LCD,5630,5549,11.08.2022,15:43:48
718,Ippon,Innova RT 1500 Euro,47460,44490,11.08.2022,15:43:48
719,PowerCom,Smart King Pro+ SPR-1000 LCD,17300,,11.08.2022,15:43:48
720,PowerCom,Sentinel SNT-1500,34050,,11.08.2022,15:43:48
721,PowerCom,Smart King RT SRT-1000A LCD,22480,,11.08.2022,15:43:48
722,PowerCom,Imperial IMD-625AP,6280,6179,11.08.2022,15:43:48
723,PowerCom,Smart King RT SRT-2000A LCD,33920,35990,11.08.2022,15:43:48
724,PowerCom,Sentinel SNT-1000,30220,,11.08.2022,15:43:48
725,PowerCom,Macan MRT-10K,90670,,11.08.2022,15:43:48
726,Ippon,Smart Winner II 1150 1U,27190,,11.08.2022,15:43:48
727,PowerCom,Smart King Pro+ SPT-700,9350,9250,11.08.2022,15:43:48
728,PowerCom,SPT-500-II,7590,9550,11.08.2022,15:43:48
729,Ippon,Innova RT II 10000,245990,,11.08.2022,15:43:48
730,Eaton,5SC 1500i Rack2U,68640,67759,11.08.2022,15:43:48
